threshold,tp_threshold,sl_threshold,tp_sell,sl_sell,CAGR,MDD,Sharpe,Sortino,CumulativeReturn,Trades,HitDays,NumTP,NumSL
-4.1,15.0,-30.0,75.0,50.0,0.0751145110493896,-0.6402647851497105,0.0,0.0,0.913662412240176,252.0,252.0,53.0,5.0
-4.1,15.0,-30.0,75.0,75.0,0.07036971137387527,-0.6402647851497105,0.0,0.0,0.8392978271090841,252.0,252.0,54.0,4.0
-4.1,15.0,-30.0,75.0,100.0,0.07151723061763593,-0.6402647851497105,0.0,0.0,0.8570433158965969,252.0,252.0,53.0,5.0
-4.1,15.0,-30.0,100.0,25.0,0.0719447878959103,-0.5597863994933625,0.0,0.0,0.863693946693338,252.0,252.0,47.0,3.0
-4.1,15.0,-30.0,100.0,50.0,0.07075290730051575,-0.5597863994933625,0.0,0.0,0.8452068254330809,252.0,252.0,47.0,3.0
-4.1,15.0,-30.0,100.0,75.0,0.06954274883991807,-0.5597863994933625,0.0,0.0,0.8266030636753101,252.0,252.0,47.0,3.0
-4.1,15.0,-30.0,100.0,100.0,0.0683625281199971,-0.5597863994933625,0.0,0.0,0.808620229056467,252.0,252.0,46.0,3.0
-4.1,15.0,-25.0,25.0,25.0,0.0794191284375616,-0.7543497164081852,0.0,0.0,0.9834264396212817,252.0,252.0,54.0,13.0
-4.1,15.0,-25.0,25.0,50.0,0.08040674630150701,-0.7225916131515494,0.0,0.0,0.9997476689749858,252.0,252.0,50.0,10.0
-4.1,15.0,-25.0,25.0,75.0,0.08484707654367907,-0.7150151365161619,0.0,0.0,1.0746117155415522,252.0,252.0,54.0,10.0
-4.1,15.0,-25.0,25.0,100.0,0.08848566880602049,-0.6892831677293074,0.0,0.0,1.1378036959829694,252.0,252.0,56.0,9.0
-4.1,15.0,-25.0,50.0,25.0,0.0809568700858887,-0.7154768181874462,0.0,0.0,1.0088905798964283,252.0,252.0,56.0,10.0
-4.1,15.0,-25.0,50.0,50.0,0.08059588026783926,-0.7069033324540283,0.0,0.0,1.0028868464128928,252.0,252.0,56.0,9.0
-4.1,15.0,-25.0,50.0,75.0,0.07975825000888959,-0.6907945436930236,0.0,0.0,0.9890173219202927,252.0,252.0,56.0,8.0
-4.1,15.0,-25.0,50.0,100.0,0.08230168242887026,-0.6764561693092815,0.0,0.0,1.0313975450430202,252.0,252.0,57.0,7.0
-4.1,15.0,-25.0,75.0,25.0,0.07901233343592184,-0.6238907690926594,0.0,0.0,0.9767382901611141,252.0,252.0,58.0,9.0
-4.1,15.0,-25.0,75.0,50.0,0.07776449635441418,-0.6150106158767692,0.0,0.0,0.9563473140894467,252.0,252.0,57.0,9.0
-4.1,15.0,-25.0,75.0,75.0,0.07780882496461317,-0.5773122898643628,0.0,0.0,0.9570684765045052,252.0,252.0,57.0,8.0
-4.1,15.0,-25.0,75.0,100.0,0.07971905175406158,-0.5773122898643628,0.0,0.0,0.9883703703209747,252.0,252.0,57.0,7.0
