threshold,tp_threshold,sl_threshold,tp_sell,sl_sell,CAGR,MDD,Sharpe,Sortino,CumulativeReturn,Trades,HitDays,NumTP,NumSL
-4.1,20.0,-40.0,75.0,100.0,0.27866936869999837,-0.6039761275939666,0.0,0.0,1.0082166578831786,71.0,71.0,16.0,1.0
-4.1,20.0,-40.0,100.0,25.0,0.35098672916387574,-0.49931691185052807,0.0,0.0,1.347364240991566,71.0,71.0,13.0,0.0
-4.1,20.0,-40.0,100.0,50.0,0.35098672916387574,-0.49931691185052807,0.0,0.0,1.347364240991566,71.0,71.0,13.0,0.0
-4.1,20.0,-40.0,100.0,75.0,0.35098672916387574,-0.49931691185052807,0.0,0.0,1.347364240991566,71.0,71.0,13.0,0.0
-4.1,20.0,-40.0,100.0,100.0,0.35098672916387574,-0.49931691185052807,0.0,0.0,1.347364240991566,71.0,71.0,13.0,0.0
-4.1,20.0,-35.0,25.0,25.0,0.35305647882202074,-0.6589571757471845,0.0,0.0,1.3575789856087144,71.0,71.0,15.0,1.0
-4.1,20.0,-35.0,25.0,50.0,0.3244273667554596,-0.6565583369604994,0.0,0.0,1.2188210147282432,71.0,71.0,15.0,1.0
-4.1,20.0,-35.0,25.0,75.0,0.30328768483882573,-0.649714304704957,0.0,0.0,1.1198338662703033,71.0,71.0,15.0,1.0
-4.1,20.0,-35.0,25.0,100.0,0.27207960672308795,-0.6450257874959985,0.0,0.0,0.9789997307982525,71.0,71.0,16.0,1.0
-4.1,20.0,-35.0,50.0,25.0,0.3318821446594018,-0.6412748097836141,0.0,0.0,1.2544284462897735,71.0,71.0,15.0,1.0
-4.1,20.0,-35.0,50.0,50.0,0.3121483720731679,-0.6371053692364808,0.0,0.0,1.1609683726927678,71.0,71.0,15.0,1.0
-4.1,20.0,-35.0,50.0,75.0,0.2933927258309066,-0.6295907892075504,0.0,0.0,1.0745009854922283,71.0,71.0,16.0,1.0
-4.1,20.0,-35.0,50.0,100.0,0.27975127391342514,-0.6295907892075504,0.0,0.0,1.0130400037488507,71.0,71.0,16.0,1.0
-4.1,20.0,-35.0,75.0,25.0,0.3037036623087688,-0.6143650282095147,0.0,0.0,1.1217535431993535,71.0,71.0,16.0,1.0
-4.1,20.0,-35.0,75.0,50.0,0.2941991235150083,-0.6087727676268784,0.0,0.0,1.0781717001870756,71.0,71.0,16.0,1.0
-4.1,20.0,-35.0,75.0,75.0,0.28690303399852657,-0.6039761275939666,0.0,0.0,1.0451127062406398,71.0,71.0,16.0,1.0
-4.1,20.0,-35.0,75.0,100.0,0.27866936869999837,-0.6039761275939666,0.0,0.0,1.0082166578831786,71.0,71.0,16.0,1.0
-4.1,20.0,-35.0,100.0,25.0,0.30090677392477416,-0.4948346887279229,0.0,0.0,1.1088679361384215,71.0,71.0,15.0,1.0
-4.1,20.0,-35.0,100.0,50.0,0.29566430406521116,-0.4856250983404081,0.0,0.0,1.0848519447775882,71.0,71.0,15.0,1.0
-4.1,20.0,-35.0,100.0,75.0,0.2917067374464024,-0.48484201975227303,0.0,0.0,1.0668399512569637,71.0,71.0,15.0,1.0
-4.1,20.0,-35.0,100.0,100.0,0.2863950920067406,-0.48484201975227303,0.0,0.0,1.0428239598961309,71.0,71.0,15.0,1.0
-4.1,20.0,-30.0,25.0,25.0,0.35305647882202074,-0.6589571757471845,0.0,0.0,1.3575789856087144,71.0,71.0,15.0,1.0
-4.1,20.0,-30.0,25.0,50.0,0.3244273667554596,-0.6565583369604994,0.0,0.0,1.2188210147282432,71.0,71.0,15.0,1.0
-4.1,20.0,-30.0,25.0,75.0,0.30328768483882573,-0.649714304704957,0.0,0.0,1.1198338662703033,71.0,71.0,15.0,1.0
-4.1,20.0,-30.0,25.0,100.0,0.27207960672308795,-0.6450257874959985,0.0,0.0,0.9789997307982525,71.0,71.0,16.0,1.0
-4.1,20.0,-30.0,50.0,25.0,0.3318821446594018,-0.6412748097836141,0.0,0.0,1.2544284462897735,71.0,71.0,15.0,1.0
-4.1,20.0,-30.0,50.0,50.0,0.3121483720731679,-0.6371053692364808,0.0,0.0,1.1609683726927678,71.0,71.0,15.0,1.0
-4.1,20.0,-30.0,50.0,75.0,0.2933927258309066,-0.6295907892075504,0.0,0.0,1.0745009854922283,71.0,71.0,16.0,1.0
-4.1,20.0,-30.0,50.0,100.0,0.27975127391342514,-0.6295907892075504,0.0,0.0,1.0130400037488507,71.0,71.0,16.0,1.0
-4.1,20.0,-30.0,75.0,25.0,0.3037036623087688,-0.6143650282095147,0.0,0.0,1.1217535431993535,71.0,71.0,16.0,1.0
-4.1,20.0,-30.0,75.0,50.0,0.2941991235150083,-0.6087727676268784,0.0,0.0,1.0781717001870756,71.0,71.0,16.0,1.0
-4.1,20.0,-30.0,75.0,75.0,0.28690303399852657,-0.6039761275939666,0.0,0.0,1.0451127062406398,71.0,71.0,16.0,1.0
-4.1,20.0,-30.0,75.0,100.0,0.27866936869999837,-0.6039761275939666,0.0,0.0,1.0082166578831786,71.0,71.0,16.0,1.0
-4.1,20.0,-30.0,100.0,25.0,0.30090677392477416,-0.4948346887279229,0.0,0.0,1.1088679361384215,71.0,71.0,15.0,1.0
-4.1,20.0,-30.0,100.0,50.0,0.29566430406521116,-0.4856250983404081,0.0,0.0,1.0848519447775882,71.0,71.0,15.0,1.0
-4.1,20.0,-30.0,100.0,75.0,0.2917067374464024,-0.48484201975227303,0.0,0.0,1.0668399512569637,71.0,71.0,15.0,1.0
-4.1,20.0,-30.0,100.0,100.0,0.2863950920067406,-0.48484201975227303,0.0,0.0,1.0428239598961309,71.0,71.0,15.0,1.0
-4.1,20.0,-25.0,25.0,25.0,0.3435326147209319,-0.6677737158946153,0.0,0.0,1.3108138051263936,71.0,71.0,16.0,2.0
-4.1,20.0,-25.0,25.0,50.0,0.31287162159047477,-0.6685387299904435,0.0,0.0,1.1643485768173822,71.0,71.0,16.0,2.0
-4.1,20.0,-25.0,25.0,75.0,0.2902961527466845,-0.6663316195769505,0.0,0.0,1.0604444282587013,71.0,71.0,16.0,2.0
-4.1,20.0,-25.0,25.0,100.0,0.2741104217896402,-0.6737779451591517,0.0,0.0,0.9879741797181161,71.0,71.0,16.0,2.0
-4.1,20.0,-25.0,50.0,25.0,0.32373413033496234,-0.6456346500786068,0.0,0.0,1.2155284351516995,71.0,71.0,16.0,2.0
-4.1,20.0,-25.0,50.0,50.0,0.2999271826306247,-0.6418031046919084,0.0,0.0,1.1043668498628922,71.0,71.0,16.0,2.0
-4.1,20.0,-25.0,50.0,75.0,0.28199915345486093,-0.6370091032401959,0.0,0.0,1.0230854589375786,71.0,71.0,17.0,2.0
-4.1,20.0,-25.0,50.0,100.0,0.2641305070732771,-0.6377231340486278,0.0,0.0,0.9441239274114437,71.0,71.0,16.0,2.0
-4.1,20.0,-25.0,75.0,25.0,0.3037036623087688,-0.6143650282095147,0.0,0.0,1.1217535431993535,71.0,71.0,16.0,1.0
-4.1,20.0,-25.0,75.0,50.0,0.2941991235150083,-0.6087727676268784,0.0,0.0,1.0781717001870756,71.0,71.0,16.0,1.0
-4.1,20.0,-25.0,75.0,75.0,0.28690303399852657,-0.6039761275939666,0.0,0.0,1.0451127062406398,71.0,71.0,16.0,1.0
-4.1,20.0,-25.0,75.0,100.0,0.27866936869999837,-0.6039761275939666,0.0,0.0,1.0082166578831786,71.0,71.0,16.0,1.0
-4.1,20.0,-25.0,100.0,25.0,0.30090677392477416,-0.4948346887279229,0.0,0.0,1.1088679361384215,71.0,71.0,15.0,1.0
-4.1,20.0,-25.0,100.0,50.0,0.29566430406521116,-0.4856250983404081,0.0,0.0,1.0848519447775882,71.0,71.0,15.0,1.0
-4.1,20.0,-25.0,100.0,75.0,0.2917067374464024,-0.48484201975227303,0.0,0.0,1.0668399512569637,71.0,71.0,15.0,1.0
-4.1,20.0,-25.0,100.0,100.0,0.2863950920067406,-0.48484201975227303,0.0,0.0,1.0428239598961309,71.0,71.0,15.0,1.0
-4.1,20.0,-20.0,25.0,25.0,0.35402725848919325,-0.6614944217271772,0.0,0.0,1.362379929159704,71.0,71.0,16.0,3.0
-4.1,20.0,-20.0,25.0,50.0,0.34585396555679826,-0.6533503463264949,0.0,0.0,1.3221564891846418,71.0,71.0,16.0,3.0
-4.1,20.0,-20.0,25.0,75.0,0.31741622282620807,-0.6402991841220405,0.0,0.0,1.185666739720331,71.0,71.0,16.0,3.0
-4.1,20.0,-20.0,25.0,100.0,0.3180609619324264,-0.6035840445065366,0.0,0.0,1.1887020956236136,71.0,71.0,17.0,3.0
-4.1,20.0,-20.0,50.0,25.0,0.31923833401788815,-0.6370649758498561,0.0,0.0,1.1942520648123205,71.0,71.0,16.0,3.0
-4.1,20.0,-20.0,50.0,50.0,0.299216267004746,-0.6207102779793227,0.0,0.0,1.1011041891624722,71.0,71.0,17.0,3.0
-4.1,20.0,-20.0,50.0,75.0,0.2960211790504661,-0.600997002992598,0.0,0.0,1.0864811590089083,71.0,71.0,17.0,3.0
-4.1,20.0,-20.0,50.0,100.0,0.2932784561779105,-0.559478315788784,0.0,0.0,1.0739811709331515,71.0,71.0,16.0,3.0
-4.1,20.0,-20.0,75.0,25.0,0.30501891984140084,-0.6069223569705893,0.0,0.0,1.127830674393731,71.0,71.0,16.0,2.0
-4.1,20.0,-20.0,75.0,50.0,0.3045347194336552,-0.5841699131770146,0.0,0.0,1.1255921234986146,71.0,71.0,16.0,2.0
-4.1,20.0,-20.0,75.0,75.0,0.30344843973563895,-0.564462008146108,0.0,0.0,1.1205755939088204,71.0,71.0,16.0,2.0
-4.1,20.0,-20.0,75.0,100.0,0.3054303521297381,-0.5188551228033695,0.0,0.0,1.1297340034286254,71.0,71.0,16.0,2.0
-4.1,20.0,-20.0,100.0,25.0,0.30366149905526685,-0.4844929329862264,0.0,0.0,1.121558914535974,71.0,71.0,15.0,2.0
-4.1,20.0,-20.0,100.0,50.0,0.3032329571917911,-0.4531206699141639,0.0,0.0,1.1195813896915743,71.0,71.0,15.0,2.0
-4.1,20.0,-20.0,100.0,75.0,0.3033809930220135,-0.4266418592442379,0.0,0.0,1.1202643724087111,71.0,71.0,15.0,2.0
-4.1,20.0,-20.0,100.0,100.0,0.3048287612392766,-0.3763123293730365,0.0,0.0,1.1269513529660555,71.0,71.0,15.0,2.0
-4.1,20.0,-15.0,25.0,25.0,0.3345147451000312,-0.6481835185654535,0.0,0.0,1.2670907600911905,71.0,71.0,17.0,5.0
-4.1,20.0,-15.0,25.0,50.0,0.31277438631322885,-0.6336937915804404,0.0,0.0,1.1638939356073292,71.0,71.0,17.0,5.0
-4.1,20.0,-15.0,25.0,75.0,0.28573606555215036,-0.6253337759237572,0.0,0.0,1.0398569114610887,71.0,71.0,17.0,4.0
-4.1,20.0,-15.0,25.0,100.0,0.2663012687649451,-0.586413075366547,0.0,0.0,0.9536080742918591,71.0,71.0,16.0,4.0
-4.1,20.0,-15.0,50.0,25.0,0.3196829064768325,-0.6366829832025527,0.0,0.0,1.1963500852460522,71.0,71.0,17.0,4.0
-4.1,20.0,-15.0,50.0,50.0,0.3000624655766968,-0.6158426127170388,0.0,0.0,1.1049880857114767,71.0,71.0,18.0,4.0
-4.1,20.0,-15.0,50.0,75.0,0.27561126888068754,-0.5994677100316257,0.0,0.0,0.99462353114304,71.0,71.0,18.0,4.0
-4.1,20.0,-15.0,50.0,100.0,0.2748177800449425,-0.5594783157887839,0.0,0.0,0.9911062680082847,71.0,71.0,16.0,4.0
-4.1,20.0,-15.0,75.0,25.0,0.2971560866327432,-0.6054404909558595,0.0,0.0,1.091667744502927,71.0,71.0,17.0,3.0
-4.1,20.0,-15.0,75.0,50.0,0.2943849080737051,-0.5861127436392958,0.0,0.0,1.079017985324969,71.0,71.0,17.0,3.0
-4.1,20.0,-15.0,75.0,75.0,0.2912038119858886,-0.5674102432090489,0.0,0.0,1.0645582393786421,71.0,71.0,17.0,3.0
-4.1,20.0,-15.0,75.0,100.0,0.29166464732235897,-0.5188551228033693,0.0,0.0,1.0666489308942788,71.0,71.0,16.0,3.0
-4.1,20.0,-15.0,100.0,25.0,0.2907120324364667,-0.4844929329862264,0.0,0.0,1.062328672808221,71.0,71.0,16.0,3.0
-4.1,20.0,-15.0,100.0,50.0,0.2887133681630376,-0.4531206699141639,0.0,0.0,1.0532834299596519,71.0,71.0,16.0,3.0
-4.1,20.0,-15.0,100.0,75.0,0.28573030230613683,-0.4266418592442379,0.0,0.0,1.0398309766684513,71.0,71.0,16.0,3.0
-4.1,20.0,-15.0,100.0,100.0,0.2856456891290069,-0.3763123293730365,0.0,0.0,1.0394502392216265,71.0,71.0,15.0,3.0
-4.1,20.0,-10.0,25.0,25.0,0.2975272723795188,-0.6528894549051614,0.0,0.0,1.0933658919152487,71.0,71.0,19.0,10.0
-4.1,20.0,-10.0,25.0,50.0,0.2888433603701681,-0.6271307564022898,0.0,0.0,1.053870945881496,71.0,71.0,18.0,9.0
-4.1,20.0,-10.0,25.0,75.0,0.2824251635530899,-0.6011119177421262,0.0,0.0,1.0249928881051367,71.0,71.0,17.0,7.0
-4.1,20.0,-10.0,25.0,100.0,0.25546310804802896,-0.600648181074213,0.0,0.0,0.9065529211011742,71.0,71.0,15.0,7.0
-4.1,20.0,-10.0,50.0,25.0,0.28896680612798953,-0.6298126812544174,0.0,0.0,1.054428975059316,71.0,71.0,18.0,8.0
-4.1,20.0,-10.0,50.0,50.0,0.2915300336276405,-0.5978749261071737,0.0,0.0,1.0660380814964556,71.0,71.0,18.0,7.0
-4.1,20.0,-10.0,50.0,75.0,0.26834120356536006,-0.5755651832493267,0.0,0.0,0.9625478871677631,71.0,71.0,18.0,8.0
-4.1,20.0,-10.0,50.0,100.0,0.2657844281669295,-0.5746404796962223,0.0,0.0,0.9513472657783588,71.0,71.0,15.0,6.0
-4.1,20.0,-10.0,75.0,25.0,0.28297384933751846,-0.5955956034240271,0.0,0.0,1.0274513037555715,71.0,71.0,18.0,8.0
-4.1,20.0,-10.0,75.0,50.0,0.27383100074796096,-0.562698342580064,0.0,0.0,0.9867378199837644,71.0,71.0,18.0,8.0
-4.1,20.0,-10.0,75.0,75.0,0.27056450561320644,-0.5361646120297788,0.0,0.0,0.9723214060253584,71.0,71.0,17.0,8.0
-4.1,20.0,-10.0,75.0,100.0,0.26620570111690256,-0.5354154823787263,0.0,0.0,0.9531899063525884,71.0,71.0,15.0,6.0
-4.1,20.0,-10.0,100.0,25.0,0.2763777068379769,-0.45985466716956025,0.0,0.0,0.9980247039546843,71.0,71.0,16.0,8.0
-4.1,20.0,-10.0,100.0,50.0,0.2721366351093837,-0.41527112925776144,0.0,0.0,0.9792513883316074,71.0,71.0,16.0,8.0
-4.1,20.0,-10.0,100.0,75.0,0.26798813488454254,-0.3948280453921619,0.0,0.0,0.9609987071909869,71.0,71.0,16.0,8.0
-4.1,20.0,-10.0,100.0,100.0,0.2669688339364287,-0.3925637856835068,0.0,0.0,0.9565307040658799,71.0,71.0,15.0,6.0
-4.1,25.0,-50.0,25.0,25.0,0.36295042204447947,-0.6560066060761454,0.0,0.0,1.406805758579349,71.0,71.0,9.0,0.0
-4.1,25.0,-50.0,25.0,50.0,0.36295042204447947,-0.6560066060761454,0.0,0.0,1.406805758579349,71.0,71.0,9.0,0.0
-4.1,25.0,-50.0,25.0,75.0,0.36295042204447947,-0.6560066060761454,0.0,0.0,1.406805758579349,71.0,71.0,9.0,0.0
-4.1,25.0,-50.0,25.0,100.0,0.36295042204447947,-0.6560066060761454,0.0,0.0,1.406805758579349,71.0,71.0,9.0,0.0
-4.1,25.0,-50.0,50.0,25.0,0.4046106153788178,-0.6429236741993718,0.0,0.0,1.6213780923106942,71.0,71.0,10.0,0.0
-4.1,25.0,-50.0,50.0,50.0,0.4046106153788178,-0.6429236741993718,0.0,0.0,1.6213780923106942,71.0,71.0,10.0,0.0
-4.1,25.0,-50.0,50.0,75.0,0.4046106153788178,-0.6429236741993718,0.0,0.0,1.6213780923106942,71.0,71.0,10.0,0.0
-4.1,25.0,-50.0,50.0,100.0,0.4046106153788178,-0.6429236741993718,0.0,0.0,1.6213780923106942,71.0,71.0,10.0,0.0
-4.1,25.0,-50.0,75.0,25.0,0.3857920532158545,-0.6143381624632755,0.0,0.0,1.5229828413860829,71.0,71.0,10.0,0.0
-4.1,25.0,-50.0,75.0,50.0,0.3857920532158545,-0.6143381624632755,0.0,0.0,1.5229828413860829,71.0,71.0,10.0,0.0
-4.1,25.0,-50.0,75.0,75.0,0.3857920532158545,-0.6143381624632755,0.0,0.0,1.5229828413860829,71.0,71.0,10.0,0.0
-4.1,25.0,-50.0,75.0,100.0,0.3857920532158545,-0.6143381624632755,0.0,0.0,1.5229828413860829,71.0,71.0,10.0,0.0
-4.1,25.0,-50.0,100.0,25.0,0.3592946047233969,-0.5181265233024444,0.0,0.0,1.3885396992539483,71.0,71.0,9.0,0.0
-4.1,25.0,-50.0,100.0,50.0,0.3592946047233969,-0.5181265233024444,0.0,0.0,1.3885396992539483,71.0,71.0,9.0,0.0
-4.1,25.0,-50.0,100.0,75.0,0.3592946047233969,-0.5181265233024444,0.0,0.0,1.3885396992539483,71.0,71.0,9.0,0.0
-4.1,25.0,-50.0,100.0,100.0,0.3592946047233969,-0.5181265233024444,0.0,0.0,1.3885396992539483,71.0,71.0,9.0,0.0
-4.1,25.0,-45.0,25.0,25.0,0.3461850540213969,-0.6548812262498689,0.0,0.0,1.323777198847817,71.0,71.0,12.0,1.0
-4.1,25.0,-45.0,25.0,50.0,0.3189027145401482,-0.6526082309212305,0.0,0.0,1.1926690736600833,71.0,71.0,12.0,1.0
-4.1,25.0,-45.0,25.0,75.0,0.29668549846287684,-0.6470289231358766,0.0,0.0,1.0895161208016861,71.0,71.0,12.0,1.0
-4.1,25.0,-45.0,25.0,100.0,0.27237580090491376,-0.6401605469983294,0.0,0.0,0.9803070160033993,71.0,71.0,13.0,1.0
-4.1,25.0,-45.0,50.0,25.0,0.4046106153788178,-0.6429236741993718,0.0,0.0,1.6213780923106942,71.0,71.0,10.0,0.0
-4.1,25.0,-45.0,50.0,50.0,0.4046106153788178,-0.6429236741993718,0.0,0.0,1.6213780923106942,71.0,71.0,10.0,0.0
-4.1,25.0,-45.0,50.0,75.0,0.4046106153788178,-0.6429236741993718,0.0,0.0,1.6213780923106942,71.0,71.0,10.0,0.0
-4.1,25.0,-45.0,50.0,100.0,0.4046106153788178,-0.6429236741993718,0.0,0.0,1.6213780923106942,71.0,71.0,10.0,0.0
-4.1,25.0,-45.0,75.0,25.0,0.3857920532158545,-0.6143381624632755,0.0,0.0,1.5229828413860829,71.0,71.0,10.0,0.0
-4.1,25.0,-45.0,75.0,50.0,0.3857920532158545,-0.6143381624632755,0.0,0.0,1.5229828413860829,71.0,71.0,10.0,0.0
-4.1,25.0,-45.0,75.0,75.0,0.3857920532158545,-0.6143381624632755,0.0,0.0,1.5229828413860829,71.0,71.0,10.0,0.0
-4.1,25.0,-45.0,75.0,100.0,0.3857920532158545,-0.6143381624632755,0.0,0.0,1.5229828413860829,71.0,71.0,10.0,0.0
-4.1,25.0,-45.0,100.0,25.0,0.3592946047233969,-0.5181265233024444,0.0,0.0,1.3885396992539483,71.0,71.0,9.0,0.0
-4.1,25.0,-45.0,100.0,50.0,0.3592946047233969,-0.5181265233024444,0.0,0.0,1.3885396992539483,71.0,71.0,9.0,0.0
-4.1,25.0,-45.0,100.0,75.0,0.3592946047233969,-0.5181265233024444,0.0,0.0,1.3885396992539483,71.0,71.0,9.0,0.0
-4.1,25.0,-45.0,100.0,100.0,0.3592946047233969,-0.5181265233024444,0.0,0.0,1.3885396992539483,71.0,71.0,9.0,0.0
-4.1,25.0,-40.0,25.0,25.0,0.3461850540213969,-0.6548812262498689,0.0,0.0,1.323777198847817,71.0,71.0,12.0,1.0
-4.1,25.0,-40.0,25.0,50.0,0.3189027145401482,-0.6526082309212305,0.0,0.0,1.1926690736600833,71.0,71.0,12.0,1.0
-4.1,25.0,-40.0,25.0,75.0,0.29668549846287684,-0.6470289231358766,0.0,0.0,1.0895161208016861,71.0,71.0,12.0,1.0
-4.1,25.0,-40.0,25.0,100.0,0.27237580090491376,-0.6401605469983294,0.0,0.0,0.9803070160033993,71.0,71.0,13.0,1.0
-4.1,25.0,-40.0,50.0,25.0,0.3261125219775538,-0.6410966557106664,0.0,0.0,1.2268379953369868,71.0,71.0,12.0,1.0
-4.1,25.0,-40.0,50.0,50.0,0.3132516402474428,-0.6375300877496661,0.0,0.0,1.166126016273473,71.0,71.0,12.0,1.0
-4.1,25.0,-40.0,50.0,75.0,0.2988986122834303,-0.6288046318433516,0.0,0.0,1.099647410802258,71.0,71.0,12.0,1.0
-4.1,25.0,-40.0,50.0,100.0,0.27958161564972883,-0.6288046318433516,0.0,0.0,1.0122831385845212,71.0,71.0,13.0,1.0
-4.1,25.0,-40.0,75.0,25.0,0.3174940977661167,-0.6116203691961845,0.0,0.0,1.1860332209733397,71.0,71.0,12.0,1.0
-4.1,25.0,-40.0,75.0,50.0,0.3035246694364131,-0.6060682246880618,0.0,0.0,1.1209273786268241,71.0,71.0,12.0,1.0
-4.1,25.0,-40.0,75.0,75.0,0.2934483361971105,-0.6010023869621963,0.0,0.0,1.0747539884873643,71.0,71.0,12.0,1.0
-4.1,25.0,-40.0,75.0,100.0,0.2847810098235246,-0.6010023869621963,0.0,0.0,1.0355620429550503,71.0,71.0,13.0,1.0
-4.1,25.0,-40.0,100.0,25.0,0.3592946047233969,-0.5181265233024444,0.0,0.0,1.3885396992539483,71.0,71.0,9.0,0.0
-4.1,25.0,-40.0,100.0,50.0,0.3592946047233969,-0.5181265233024444,0.0,0.0,1.3885396992539483,71.0,71.0,9.0,0.0
-4.1,25.0,-40.0,100.0,75.0,0.3592946047233969,-0.5181265233024444,0.0,0.0,1.3885396992539483,71.0,71.0,9.0,0.0
-4.1,25.0,-40.0,100.0,100.0,0.3592946047233969,-0.5181265233024444,0.0,0.0,1.3885396992539483,71.0,71.0,9.0,0.0
-4.1,25.0,-35.0,25.0,25.0,0.3461850540213969,-0.6548812262498689,0.0,0.0,1.323777198847817,71.0,71.0,12.0,1.0
-4.1,25.0,-35.0,25.0,50.0,0.3189027145401482,-0.6526082309212305,0.0,0.0,1.1926690736600833,71.0,71.0,12.0,1.0
-4.1,25.0,-35.0,25.0,75.0,0.29668549846287684,-0.6470289231358766,0.0,0.0,1.0895161208016861,71.0,71.0,12.0,1.0
-4.1,25.0,-35.0,25.0,100.0,0.27237580090491376,-0.6401605469983294,0.0,0.0,0.9803070160033993,71.0,71.0,13.0,1.0
-4.1,25.0,-35.0,50.0,25.0,0.3261125219775538,-0.6410966557106664,0.0,0.0,1.2268379953369868,71.0,71.0,12.0,1.0
-4.1,25.0,-35.0,50.0,50.0,0.3132516402474428,-0.6375300877496661,0.0,0.0,1.166126016273473,71.0,71.0,12.0,1.0
-4.1,25.0,-35.0,50.0,75.0,0.2988986122834303,-0.6288046318433516,0.0,0.0,1.099647410802258,71.0,71.0,12.0,1.0
-4.1,25.0,-35.0,50.0,100.0,0.27958161564972883,-0.6288046318433516,0.0,0.0,1.0122831385845212,71.0,71.0,13.0,1.0
-4.1,25.0,-35.0,75.0,25.0,0.3174940977661167,-0.6116203691961845,0.0,0.0,1.1860332209733397,71.0,71.0,12.0,1.0
-4.1,25.0,-35.0,75.0,50.0,0.3035246694364131,-0.6060682246880618,0.0,0.0,1.1209273786268241,71.0,71.0,12.0,1.0
-4.1,25.0,-35.0,75.0,75.0,0.2934483361971105,-0.6010023869621963,0.0,0.0,1.0747539884873643,71.0,71.0,12.0,1.0
-4.1,25.0,-35.0,75.0,100.0,0.2847810098235246,-0.6010023869621963,0.0,0.0,1.0355620429550503,71.0,71.0,13.0,1.0
-4.1,25.0,-35.0,100.0,25.0,0.3030686308784247,-0.5138126878833036,0.0,0.0,1.1188234155262462,71.0,71.0,11.0,1.0
-4.1,25.0,-35.0,100.0,50.0,0.29784221352007734,-0.5049490824529814,0.0,0.0,1.0948074241654129,71.0,71.0,11.0,1.0
-4.1,25.0,-35.0,100.0,75.0,0.29389688711149287,-0.5041954224817875,0.0,0.0,1.076795430644788,71.0,71.0,11.0,1.0
-4.1,25.0,-35.0,100.0,100.0,0.288601837338208,-0.5041954224817875,0.0,0.0,1.0527794392839551,71.0,71.0,11.0,1.0
-4.1,25.0,-30.0,25.0,25.0,0.384450042749253,-0.6537797456226326,0.0,0.0,1.516058867470461,71.0,71.0,11.0,1.0
-4.1,25.0,-30.0,25.0,50.0,0.3732425595497255,-0.6493322671056406,0.0,0.0,1.458714831281219,71.0,71.0,11.0,1.0
-4.1,25.0,-30.0,25.0,75.0,0.36403735835460593,-0.6409730332911776,0.0,0.0,1.4122539528032068,71.0,71.0,11.0,1.0
-4.1,25.0,-30.0,25.0,100.0,0.35001558355664253,-0.613319941330329,0.0,0.0,1.3425812827285961,71.0,71.0,11.0,1.0
-4.1,25.0,-30.0,50.0,25.0,0.3261125219775538,-0.6410966557106664,0.0,0.0,1.2268379953369868,71.0,71.0,12.0,1.0
-4.1,25.0,-30.0,50.0,50.0,0.3132516402474428,-0.6375300877496661,0.0,0.0,1.166126016273473,71.0,71.0,12.0,1.0
-4.1,25.0,-30.0,50.0,75.0,0.2988986122834303,-0.6288046318433516,0.0,0.0,1.099647410802258,71.0,71.0,12.0,1.0
-4.1,25.0,-30.0,50.0,100.0,0.27958161564972883,-0.6288046318433516,0.0,0.0,1.0122831385845212,71.0,71.0,13.0,1.0
-4.1,25.0,-30.0,75.0,25.0,0.3174940977661167,-0.6116203691961845,0.0,0.0,1.1860332209733397,71.0,71.0,12.0,1.0
-4.1,25.0,-30.0,75.0,50.0,0.3035246694364131,-0.6060682246880618,0.0,0.0,1.1209273786268241,71.0,71.0,12.0,1.0
-4.1,25.0,-30.0,75.0,75.0,0.2934483361971105,-0.6010023869621963,0.0,0.0,1.0747539884873643,71.0,71.0,12.0,1.0
-4.1,25.0,-30.0,75.0,100.0,0.2847810098235246,-0.6010023869621963,0.0,0.0,1.0355620429550503,71.0,71.0,13.0,1.0
-4.1,25.0,-30.0,100.0,25.0,0.3030686308784247,-0.5138126878833036,0.0,0.0,1.1188234155262462,71.0,71.0,11.0,1.0
-4.1,25.0,-30.0,100.0,50.0,0.29784221352007734,-0.5049490824529814,0.0,0.0,1.0948074241654129,71.0,71.0,11.0,1.0
-4.1,25.0,-30.0,100.0,75.0,0.29389688711149287,-0.5041954224817875,0.0,0.0,1.076795430644788,71.0,71.0,11.0,1.0
-4.1,25.0,-30.0,100.0,100.0,0.288601837338208,-0.5041954224817875,0.0,0.0,1.0527794392839551,71.0,71.0,11.0,1.0
-4.1,25.0,-25.0,25.0,25.0,0.33527345342046866,-0.6616765104981339,0.0,0.0,1.2707485318082687,71.0,71.0,13.0,3.0
-4.1,25.0,-25.0,25.0,50.0,0.317677928862663,-0.653623173017835,0.0,0.0,1.1868984921309944,71.0,71.0,13.0,3.0
-4.1,25.0,-25.0,25.0,75.0,0.30109087089464914,-0.6425493022492772,0.0,0.0,1.1097145313549905,71.0,71.0,13.0,3.0
-4.1,25.0,-25.0,25.0,100.0,0.2714833590456187,-0.6773286848526472,0.0,0.0,0.9763698216354209,71.0,71.0,13.0,2.0
-4.1,25.0,-25.0,50.0,25.0,0.32598693098430664,-0.634487313298953,0.0,0.0,1.2262398613148595,71.0,71.0,12.0,2.0
-4.1,25.0,-25.0,50.0,50.0,0.31980231909800816,-0.6198810577344976,0.0,0.0,1.1969138368866599,71.0,71.0,12.0,2.0
-4.1,25.0,-25.0,50.0,75.0,0.31134050296997495,-0.6012127885349459,0.0,0.0,1.1571967308121578,71.0,71.0,12.0,2.0
