Date,DailyRet,Signal,Mode,AdjClose,PxExec,BuyAmt,Fee,SharesBought,CashFlow,CumCashFlow,CumShares,Equity,CashBalance,NAV,CumInvested,Drawdown,NAVReturn,NAVReturn_global,NAVReturn_baselined,ROI_base,PortfolioReturn,PositionCost,UnrealizedPnl,Profit,NAV_including_invested,TP_triggered,SL_triggered,SharesSold,SellPrice,GrossProceeds,SellFee,NetProceeds,RealizedPnl,PostSellCumShares,WeightedAvgEntryPrice,PositionReturn,PortfolioReturnRatio,TP_SellPrice,TP_EntryResetPrice
2020-01-02 00:00:00-05:00,,0,shares,21.7608642578125,21.789153381347656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2020-01-03 00:00:00-05:00,-0.027190734300058916,0,shares,21.169170379638672,21.196690301132204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2020-01-06 00:00:00-05:00,0.01901107350724973,0,shares,21.571619033813477,21.599662138557434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2020-01-07 00:00:00-05:00,-0.0012216018032596976,0,shares,21.54526710510254,21.573275952339174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2020-01-08 00:00:00-05:00,0.023015379439930816,0,shares,22.041139602661133,22.069793084144592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2020-01-09 00:00:00-05:00,0.025214468274012303,0,shares,22.596895217895508,22.626271181678774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2020-01-10 00:00:00-05:00,-0.008162716829287708,0,shares,22.412443161010742,22.441579337120057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2020-01-13 00:00:00-05:00,0.034950800279986316,0,shares,23.195775985717773,23.22593049449921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2020-01-14 00:00:00-05:00,-0.01166991893196656,0,shares,22.92508316040039,22.954885768508912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2020-01-15 00:00:00-05:00,0.0006269891889292278,0,shares,22.939456939697266,22.969278233718875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
