Date,DailyRet,Signal,Mode,AdjClose,PxExec,BuyAmt,Fee,SharesBought,CashFlow,CumCashFlow,CumShares,Equity,CashBalance,NAV,CumInvested,Drawdown,NAVReturn,NAVReturn_global,NAVReturn_baselined,ROI_base,PortfolioReturn,PositionCost,UnrealizedPnl,Profit,NAV_including_invested,TP_triggered,SL_triggered,SharesSold,SellPrice,GrossProceeds,SellFee,NetProceeds,RealizedPnl,PostSellCumShares,WeightedAvgEntryPrice,PositionReturn,PortfolioReturnRatio,TP_SellPrice,TP_EntryResetPrice
2025-01-23 00:00:00-05:00,,0,shares,87.7503890991211,87.86446460494996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2025-01-24 00:00:00-05:00,-0.01799859654540814,0,shares,86.17100524902344,86.28302755584717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
2025-01-27 00:00:00-05:00,-0.08772329021481584,1,shares,78.61180114746094,78.71399648895265,78.71399648895265,0.6297119719116212,1.0,-79.34370846086426,-79.34370846086426,1.0,78.61180114746094,0.0,78.61180114746094,79.34370846086426,0.0,-0.00922451606562269,-0.00922451606562269,0.0,78.61180114746094,-0.00922451606562269,79.34370846086426,-0.731907313403326,-0.731907313403326,78.61180114746094,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.9907754839343773,,
2025-01-28 00:00:00-05:00,0.044351669664588034,0,shares,82.0983657836914,82.2050936592102,0.0,0.0,0.0,0.0,-79.34370846086426,1.0,82.0983657836914,0.0,82.0983657836914,79.34370846086426,0.0,0.03471803090960712,0.03471803090960712,0.044351669664588034,78.61180114746094,0.03471803090960712,79.34370846086426,2.7546573228271427,2.7546573228271427,82.0983657836914,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.34370846086426,0.03471803090960712,1.0347180309096071,,
2025-01-29 00:00:00-05:00,-0.006170546661181331,0,shares,81.5917739868164,81.69784329299928,0.0,0.0,0.0,0.0,-79.34370846086426,1.0,81.5917739868164,0.0,81.5917739868164,79.34370846086426,-0.006170546661181442,0.028333255018713643,0.028333255018713643,0.0379074489562401,78.61180114746094,0.028333255018713643,79.34370846086426,2.2480655259521427,2.2480655259521427,81.5917739868164,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.34370846086426,0.028333255018713643,1.0283332550187136,,
2025-01-30 00:00:00-05:00,0.012539556928735651,0,shares,82.61489868164062,82.72229804992676,0.0,0.0,0.0,0.0,-79.34370846086426,1.0,82.61489868164062,0.0,82.61489868164062,79.34370846086426,0.0,0.04122809841173303,0.04122809841173303,0.05092234849918564,78.61180114746094,0.04122809841173303,79.34370846086426,3.2711902207763615,3.2711902207763615,82.61489868164062,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.34370846086426,0.04122809841173303,1.041228098411733,,
2025-01-31 00:00:00-05:00,-0.005410537008819327,0,shares,82.16790771484375,82.27472599487305,0.0,0.0,0.0,0.0,-79.34370846086426,1.0,82.16790771484375,0.0,82.16790771484375,79.34370846086426,-0.005410537008819327,0.035594495250653724,0.035594495250653724,0.045236294239235475,78.61180114746094,0.035594495250653724,79.34370846086426,2.8241992539794865,2.8241992539794865,82.16790771484375,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.34370846086426,0.035594495250653724,1.0355944952506537,,
2025-02-03 00:00:00-05:00,-0.02417800628268829,0,shares,80.1812515258789,80.28548715286256,0.0,0.0,0.0,0.0,-79.34370846086426,1.0,80.1812515258789,0.0,80.1812515258789,79.34370846086426,-0.029457727293715763,0.010555885038165957,0.010555885038165957,0.019964564550225328,78.61180114746094,0.010555885038165957,79.34370846086426,0.8375430650146427,0.8375430650146427,80.1812515258789,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.34370846086426,0.010555885038165957,1.010555885038166,,
2025-02-04 00:00:00-05:00,0.03629843312494763,0,shares,83.09170532226562,83.19972453918457,0.0,0.0,0.0,0.0,-79.34370846086426,1.0,83.09170532226562,0.0,83.09170532226562,79.34370846086426,0.0,0.04723748025024621,0.04723748025024621,0.05698768008636801,78.61180114746094,0.04723748025024621,79.34370846086426,3.7479968614013615,3.7479968614013615,83.09170532226562,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.34370846086426,0.04723748025024621,1.0472374802502462,,
2025-02-05 00:00:00-05:00,0.01303030503362601,0,shares,84.1744155883789,84.2838423286438,0.0,0.0,0.0,0.0,-79.34370846086426,1.0,84.1744155883789,0.0,84.1744155883789,79.34370846086426,0.0,0.060883304060552756,0.060883304060552756,0.07076055197467812,78.61180114746094,0.060883304060552756,79.34370846086426,4.830707127514643,4.830707127514643,84.1744155883789,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.34370846086426,0.060883304060552756,1.0608833040605528,,
